rma,r_code,r_description,vie_name
FMSV2022070037,R105,WGA/WGB.Re-glue around Lens ,Đầu thu hình
FMSV2023030062,R105,WGA/WGB.Re-glue around Lens ,Đầu thu hình
FMSV2023040021,R106,WGB/NOZ.Re-glue around Lens/Nozzle,Vòi phun khí nước
FMSV2021110097,R108,LLA.Replace LG Lens Assy with DEC/NOZ,Thấu kính dẫn sáng
FMSV2023050013,R108,LLA.Replace LG Lens Assy with DEC/NOZ,Thấu kính dẫn sáng
FMSV2021110096,R109,SW.Wiring for Switch Cable　,Nút nhấn
FMSV2023040011,R109,SW.Wiring for Switch Cable　,Nút nhấn
FMSV2023060043,R109,SW.Wiring for Switch Cable　,Nút nhấn
FMSV2023080027,R109,SW.Wiring for Switch Cable　,Nút nhấn
FMSV2023080065,R109,SW.Wiring for Switch Cable　,Nút nhấn
FMSV2022020018,R110,DES.Re-glue around Distal End Sleeve,Nắp nhựa
FMSV2022060089,R113,VCA. Replace Parts for VCA,Bộ phận kết nối tín hiệu
FMSV2022070037,R113,VCA. Replace Parts for VCA,Bộ phận kết nối tín hiệu
FMSV2022110028,R113,VCA. Replace Parts for VCA,Bộ phận kết nối tín hiệu
FMSV2022120049,R113,VCA. Replace Parts for VCA,Bộ phận kết nối tín hiệu
FMSV2022120061,R113,VCA. Replace Parts for VCA,Bộ phận kết nối tín hiệu
FMSV2022120061,R113,VCA. Replace Parts for VCA,Bộ phận kết nối tín hiệu
FMSV2022120065,R113,VCA. Replace Parts for VCA,Bộ phận kết nối tín hiệu
FMSV2023020063,R113,VCA. Replace Parts for VCA,Bộ phận kết nối tín hiệu
FMSV2023030022,R113,VCA. Replace Parts for VCA,Bộ phận kết nối tín hiệu
FMSV2023030043,R113,VCA. Replace Parts for VCA,Bộ phận kết nối tín hiệu
FMSV2023040039,R113,VCA. Replace Parts for VCA,Bộ phận kết nối tín hiệu
FMSV2023040092,R113,VCA. Replace Parts for VCA,Bộ phận kết nối tín hiệu
FMSV2023070065,R113,VCA. Replace Parts for VCA,Bộ phận kết nối tín hiệu
FMSV2023080064,R113,VCA. Replace Parts for VCA,Bộ phận kết nối tín hiệu
FMSV2022090010,R115,DWA.Replace Drum Wire Assembly,Dây cáp (thép)
FMSV2022120002,R096,DEC.Replace Distal End Cap ,Nắp nhựa
FMSV2023010006,R096,DEC.Replace Distal End Cap ,Nắp nhựa
FMSV2023020061,R096,DEC.Replace Distal End Cap ,Nắp nhựa
FMSV2023080043,R096,DEC.Replace Distal End Cap ,Nắp nhựa
FMSV2022120063,R119,LGB. Replace LGB Assy with RBS,Dây dẫn sáng
FMSV2022120065,R119,LGB. Replace LGB Assy with RBS,Dây dẫn sáng
FMSV2023030009,R119,LGB. Replace LGB Assy with RBS,Dây dẫn sáng
FMSV2023070075,R119,LGB. Replace LGB Assy with RBS,Dây dẫn sáng
FMSV2023080061,R119,LGB. Replace LGB Assy with RBS,Dây dẫn sáng
FMSV2023080082,R119,LGB. Replace LGB Assy with RBS,Dây dẫn sáng
FMSV2022050048,R120,Replace Rubber Corn,Vỏ cao su
FMSV2023020040,R120,Replace Rubber Corn,Vỏ cao su
FMSV2023070005,R120,Replace Rubber Corn,Vỏ cao su
FMSV2023080050,R120,Replace Rubber Corn,Vỏ cao su
FMSV2023070003,R121,Suction valve,Van hút
FMSV2022070027,R123,VCAC.Replace Parts for VCA CAP,Bộ phận kết nối tín hiệu
FMSV2023010026,R123,VCAC.Replace Parts for VCA CAP,Bộ phận kết nối tín hiệu
FMSV2022060054,R125,LGB. Replace Light Guide Bundle Assy,Dây dẫn sáng
FMSV2022070027,R125,LGB. Replace Light Guide Bundle Assy,Dây dẫn sáng
FMSV2022090058,R125,LGB. Replace Light Guide Bundle Assy,Dây dẫn sáng
FMSV2022100014,R125,LGB. Replace Light Guide Bundle Assy,Dây dẫn sáng
FMSV2022100042,R125,LGB. Replace Light Guide Bundle Assy,Dây dẫn sáng
FMSV2022110037,R125,LGB. Replace Light Guide Bundle Assy,Dây dẫn sáng
FMSV2022120003,R125,LGB. Replace Light Guide Bundle Assy,Dây dẫn sáng
FMSV2022120061,R125,LGB. Replace Light Guide Bundle Assy,Dây dẫn sáng
FMSV2022120062,R125,LGB. Replace Light Guide Bundle Assy,Dây dẫn sáng
FMSV2023010008,R125,LGB. Replace Light Guide Bundle Assy,Dây dẫn sáng
FMSV2023020022,R125,LGB. Replace Light Guide Bundle Assy,Dây dẫn sáng
FMSV2023040025,R125,LGB. Replace Light Guide Bundle Assy,Dây dẫn sáng
FMSV2023070019,R125,LGB. Replace Light Guide Bundle Assy,Dây dẫn sáng
FMSV2023070020,R125,LGB. Replace Light Guide Bundle Assy,Dây dẫn sáng
FMSV2023070049,R125,LGB. Replace Light Guide Bundle Assy,Dây dẫn sáng
FMSV2023060019,R132,SW. Replace Switch　Cable　,Nút nhấn
FMSV2020110015,R145,WJT.Replace Water Jet Tube Assembly,Kênh nước phụ
FMSV2023040064,R145,WJT.Replace Water Jet Tube Assembly,Kênh nước phụ
FMSV2023060041,R145,WJT.Replace Water Jet Tube Assembly,Kênh nước phụ
FMSV2023030009,R146,CAP.Clean up of Lens on Distal End,Nắp nhựa
FMSV2021100018,R118,FSA.Replace IG FSA with RBS,Vỏ ống luồn
FMSV2021120057,R118,FSA.Replace IG FSA with RBS,Vỏ ống luồn
FMSV2022070008,R118,FSA.Replace IG FSA with RBS,Vỏ ống luồn
FMSV2022090010,R118,FSA.Replace IG FSA with RBS,Vỏ ống luồn
FMSV2022110027,R118,FSA.Replace IG FSA with RBS,Vỏ ống luồn
FMSV2022110041,R118,FSA.Replace IG FSA with RBS,Vỏ ống luồn
FMSV2022120026,R118,FSA.Replace IG FSA with RBS,Vỏ ống luồn
FMSV2022120053,R118,FSA.Replace IG FSA with RBS,Vỏ ống luồn
FMSV2023010018,R118,FSA.Replace IG FSA with RBS,Vỏ ống luồn
FMSV2023040017,R118,FSA.Replace IG FSA with RBS,Vỏ ống luồn
FMSV2023040019,R118,FSA.Replace IG FSA with RBS,Vỏ ống luồn
FMSV2023040049,R118,FSA.Replace IG FSA with RBS,Vỏ ống luồn
FMSV2023040069,R118,FSA.Replace IG FSA with RBS,Vỏ ống luồn
FMSV2023040092,R118,FSA.Replace IG FSA with RBS,Vỏ ống luồn
FMSV2023060064,R118,FSA.Replace IG FSA with RBS,Vỏ ống luồn
FMSV2023070009,R118,FSA.Replace IG FSA with RBS,Vỏ ống luồn
FMSV2023070056,R118,FSA.Replace IG FSA with RBS,Vỏ ống luồn
FMSV2022090025,R162,BSA.Resoldering,Bộ phận uốn cong
FMSV2022120075,R162,BSA.Resoldering,Bộ phận uốn cong
FMSV2022120097,R162,BSA.Resoldering,Bộ phận uốn cong
FMSV2022120099,R162,BSA.Resoldering,Bộ phận uốn cong
FMSV2023010019,R162,BSA.Resoldering,Bộ phận uốn cong
FMSV2023030058,R162,BSA.Resoldering,Bộ phận uốn cong
FMSV2023060019,R162,BSA.Resoldering,Bộ phận uốn cong
FMSV2023080040,R162,BSA.Resoldering,Bộ phận uốn cong
FMSV2022090066,R171,CHA.Celaning of CHA around Epoxy area only,Đầu thu hình
FMSV2023040069,R171,CHA.Celaning of CHA around Epoxy area only,Đầu thu hình
FMSV2023060068,R171,CHA.Celaning of CHA around Epoxy area only,Đầu thu hình
FMSV2023080037,R171,CHA.Celaning of CHA around Epoxy area only,Đầu thu hình
FMSV2022120020,R206,O.Cleaning,Vệ sinh
FMSV2022120021,R206,O.Cleaning,Vệ sinh
FMSV2023020020,R206,O.Cleaning,Vệ sinh
FMSV2021090002,R216,PCB.Replace Patient PCB,Bo mạch điều khiển
FMSV2022120051,R216,PCB.Replace Patient PCB,Bo mạch điều khiển
FMSV2023010004,R217,PCB.Repair PCB,Bo mạch điều khiển
FMSV2023040057,R217,PCB.Repair PCB,Bo mạch điều khiển
FMSV2022110019,R220,PCB Replace Main PCB,Bo mạch chính
FMSV2022110026,R220,PCB Replace Main PCB,Bo mạch chính
FMSV2022120052,R220,PCB Replace Main PCB,Bo mạch chính
FMSV2023010001,R220,PCB Replace Main PCB,Bo mạch chính
FMSV2023020067,R220,PCB Replace Main PCB,Bo mạch chính
FMSV2023030060,R220,PCB Replace Main PCB,Bo mạch chính
FMSV2023060065,R220,PCB Replace Main PCB,Bo mạch chính
FMSV2023070039,R220,PCB Replace Main PCB,Bo mạch chính
FMSV2023080002,R220,PCB Replace Main PCB,Bo mạch chính
FMSV2023080010,R220,PCB Replace Main PCB,Bo mạch chính
FMSV2023080045,R220,PCB Replace Main PCB,Bo mạch chính
FMSV2022120074,R230,LPS. Replace Lamp Power Suply Unit,Bộ cấp nguồn bóng đèn
FMSV2023050081,R230,LPS. Replace Lamp Power Suply Unit,Bộ cấp nguồn bóng đèn
FMSV2021110026,R235,PCB. Replace Light Control PCB,Bo mạch điều khiển
FMSV2022060038,R270,IRS.Replace Iris Assy,Thay thế bộ phận điều khiển ánh sáng
FMSV2022060039,R270,IRS.Replace Iris Assy,Thay thế bộ phận điều khiển ánh sáng
FMSV2022110018,R270,IRS.Replace Iris Assy,Thay thế bộ phận điều khiển ánh sáng
FMSV2022110065,R270,IRS.Replace Iris Assy,Thay thế bộ phận điều khiển ánh sáng
FMSV2022120054,R270,IRS.Replace Iris Assy,Thay thế bộ phận điều khiển ánh sáng
FMSV2022120057,R270,IRS.Replace Iris Assy,Thay thế bộ phận điều khiển ánh sáng
FMSV2023030017,R270,IRS.Replace Iris Assy,Thay thế bộ phận điều khiển ánh sáng
FMSV2023040041,R270,IRS.Replace Iris Assy,Thay thế bộ phận điều khiển ánh sáng
FMSV2023050081,R270,IRS.Replace Iris Assy,Thay thế bộ phận điều khiển ánh sáng
FMSV2023060016,R270,IRS.Replace Iris Assy,Thay thế bộ phận điều khiển ánh sáng
FMSV2023080022,R270,IRS.Replace Iris Assy,Thay thế bộ phận điều khiển ánh sáng
FMSV2023080081,R270,IRS.Replace Iris Assy,Thay thế bộ phận điều khiển ánh sáng
FMSV2023060058,R308,PCB.Replace MUX PCB,Bo mạch điều khiển
FMSV2022110036,R705,PCB.Replace POW PCB,Bo mạch điều khiển
FMSV2023040070,R705,PCB.Replace POW PCB,Bo mạch điều khiển
FMSV2023050048,R705,PCB.Replace POW PCB,Bo mạch điều khiển
FMSV2023070023,R705,PCB.Replace POW PCB,Bo mạch điều khiển
FMSV2023070024,R705,PCB.Replace POW PCB,Bo mạch điều khiển
FMSV2022110036,R705,PCB.Replace POW PCB,Bo mạch điều khiển
FMSV2023040070,R705,PCB.Replace POW PCB,Bo mạch điều khiển
FMSV2023050048,R705,PCB.Replace POW PCB,Bo mạch điều khiển
FMSV2023070023,R705,PCB.Replace POW PCB,Bo mạch điều khiển
FMSV2023070024,R705,PCB.Replace POW PCB,Bo mạch điều khiển
FMSV2022100023,R706,PCB.Replace LD PCB,Bo mạch điều khiển
FMSV2022110031,R707,PCB.Replace FPGA PCB,Bo mạch điều khiển
FMSV2023080012,R707,PCB.Replace FPGA PCB,Bo mạch điều khiển
FMSV2023080013,R707,PCB.Replace FPGA PCB,Bo mạch điều khiển
FMSV2023040057,R219,PCB.Replace Power Supply PCB,Bo cấp nguồn
FMSV2022110012,R314,EUS.Repalace CB2 Assy,Bộ xử lý tín hiệu
FMSV2022120104,R234,SOF.Software Upgrade,Nâng cấp phần mềm
FMSV2023030040,R107,PCB.Adjustment,Cài đặt phần mềm
FMSV2023060018,R107,PCB.Adjustment,Cài đặt phần mềm
FMSV2022120091,R299,Replace DDC PCB,Bo nguồn cách ly
FMSV2022120101,R299,Replace DDC PCB,Bo nguồn cách ly
FMSV2023010021,R299,Replace DDC PCB,Bo nguồn cách ly
FMSV2022100043,R768,FSB. LG flexible section Coat Patching,Bộ phận ống dẫn của ống soi
FMSV2022120003,R768,FSB. LG flexible section Coat Patching,Bộ phận ống dẫn của ống soi
FMSV2022120023,R768,FSB. LG flexible section Coat Patching,Bộ phận ống dẫn của ống soi
FMSV2023020036,R768,FSB. LG flexible section Coat Patching,Bộ phận ống dẫn của ống soi
FMSV2023040039,R768,FSB. LG flexible section Coat Patching,Bộ phận ống dẫn của ống soi
FMSV2023080036,R768,FSB. LG flexible section Coat Patching,Bộ phận ống dẫn của ống soi
FMSV2022100027,R775,FSB. Replace FSB Assy,Vỏ ống luồn (FSB)
FMSV2022110033,R775,FSB. Replace FSB Assy,Vỏ ống luồn (FSB)
FMSV2023070008,R775,FSB. Replace FSB Assy,Vỏ ống luồn (FSB)
FMSV2023080042,R775,FSB. Replace FSB Assy,Vỏ ống luồn (FSB)
FMSV2022110018,R272,PCB.Replace PS Board,Bo mạch
FMSV2022080053,R708,PCB.Replace MCU PCB,Bo mạch
FMSV2023060047,R708,PCB.Replace MCU PCB,Bo mạch
FMSV2022120046,R301,PUM.Replace Pipe,Bơm
FMSV2022120082,R782,CLN.Plasma cleaning,Vệ sinh
FMSV2023070078,R782,CLN.Plasma cleaning,Vệ sinh
FMSV2023020058,R767,WGA. Polishing Image lens (CHA),Vệ sinh đầu thu hình (CHA)
FMSV2023030061,R060,SUB.Replace Suction Button,Thay thế van hút
FMSV2023040010,R174,ISA.Change of postion coupling Ring - ISA Ring,Vòng Sắt
FMSV2023040065,R006,AWB.Replace O-Ring/One Way Valve,Vòng cao su
FMSV2023060059,R006,AWB.Replace O-Ring/One Way Valve,Vòng cao su
FMSV2023070054,R006,AWB.Replace O-Ring/One Way Valve,Vòng cao su
FMSV2023050042,R322,PCB. Replace Main CPU PCB Assembly,Thay thế bo mạch chính
FMSV2023050081,R263,FUS.Replace Fuse,Thay cầu chì
FMSV2023060058,R254,PCB.Replace Network PCB,Thay thế bo mạch giao tiếp
