rma,part_no,part_description,vie_name
FMSV2023100011,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023100011,68B1207810A,RUBBER FOR BSA,Vỏ cao su
FMSV2023100013,370Y200585_,AW TUBE ASS'Y,Kênh khí nước
FMSV2023100013,68B12952250,WATER JET TUBE,Kênh nước phụ
FMSV2023100013,342A1295887K,BENDING SECTION ASSY,Bộ phận uốn cong
FMSV2023100013,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2023100013,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023100013,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023100013,68A1295935F,FSA-C692A ROHS,Vỏ ống luồn
FMSV2023100013,23B8087081,ISA RING 2,Vòng sắt
FMSV2023100013,23B1040417A,ISA RING 1,Vòng sắt
FMSV2023100013,60B10404180,O-RING,Vòng cao su
FMSV2023100013,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023100013,56A1082711A,WIRE ASSY,Dây cáp (thép)
FMSV2023100017,830Y200631C,BSA-G403A,Bộ phận uốn cong
FMSV2023100017,68B11144712,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023100017,347N130337_,HANGING SLEEVE,Ống nối (đồng)
FMSV2023100017,68B12541530,FCT RING,Vòng sắt
FMSV2023100017,370Y200213_,FCT-G391AH,Kênh sinh thiết
FMSV2023100017,68A1336793A,A TUBE,Kênh khí
FMSV2023100017,68A1336794A,W TUBE,Kênh nước
FMSV2023100017,68A1336787A,J TUBE,Kênh nước phụ
FMSV2023100017,308N130116_,SPECIAL SCREW,Ốc vít
FMSV2023100017,363N130360A,SPRING HOLDING BASE 1.3U1.2DLR,Giá đỡ
FMSV2023100017,401N130035_,SPLING HOLDING PLATE(1.2MM),Giá đỡ
FMSV2023100017,110M171001T_,SCREW,Ốc vít
FMSV2023100017,401N200040A,SPLING HOLDING PLATE(1.3MM),Giá đỡ
FMSV2023100027,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023100031,68B11068581,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023100038,375N100282A,O RING W2,Vòng cao su
FMSV2023100038,375N100281_,O-RING,Vòng cao su
FMSV2023110004,68B1114537A,FITTING PART ROHS,Vòng sắt
FMSV2023110004,370Y200098_,FCT-D103A,Kênh sinh thiết
FMSV2023110006,375N100281_,O-RING,Vòng cao su
FMSV2023110006,375N100282A,O RING W2,Vòng cao su
FMSV2023110006,375N200200B,O-RING,Vòng cao su
FMSV2023110008,385N200076B,RBS,Vỏ cao su
FMSV2023110009,113Y200042C,MAIN PCB,Bo mạch chính
FMSV2023110009,142K1294530,HEAT SINK ASSY,Bộ tản nhiệt
FMSV2023110013,343A1327101T,ISA-G390A,Bộ phận thân ống soi
FMSV2023110013,42B13320050,SLEEVE FG390A ROHS,Ống nối (đồng)
FMSV2023110013,54A3792390,NUT ASSY,Đai ốc (đồng)
FMSV2023110013,113Y200804C,580 UNIFIED AFE PCB,Bo mạch
FMSV2023110013,110A1288740H,MICON PCB  FG388A-6       ROHS,
FMSV2023110020,10A12305720,CAMERA HEAD ASS''Y,Đầu thu hình
FMSV2023110020,57A12657080,CAP +UV ROHS,Nắp nhựa
FMSV2023110020,371Y200081_,NOZZLE,Vòi phun
FMSV2023110020,53B884040A,SPECIAL SCREW,Ốc vít
FMSV2023110020,68B9804212,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023110021,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023110021,342A1295340E,BENDING SECTION C660A     ROHS,Bộ phận uốn cong
FMSV2023110021,68B9804212,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023110021,110M171001T_,SCREW,Ốc vít
FMSV2023110021,110M201001T_,SCREW,Ốc vít
FMSV2023110021,363N200311B,SPRING HOLDING BASE,Giá đỡ
FMSV2023110021,401N200024C,SPLING HOLDING PLATE,Giá đỡ
FMSV2023110021,308N130116_,SPECIAL SCREW,Ốc vít
FMSV2023110021,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023110021,68A1295306A,FCT-FC675A(REPAIR) ROHS,Kênh sinh thiết
FMSV2023110021,68B12893640,PIPE ROHS,Ống nối (đồng)
FMSV2023110021,68B12953080,B TUBE FC675A ROHS,Kênh bóng đôi
FMSV2023110021,370Y200610_,AIR/WATER TUBE ASS'Y,Kênh khí nước
FMSV2023110021,110M120301T_,SCREW,Ốc vít
FMSV2023110021,42A1295370D,SLEEVE ASS'Y,Ống nối (đồng)
FMSV2023110025,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2023110025,68B12541530,FCT RING,Vòng sắt
FMSV2023110025,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2023110025,68B1318113A,J TUBE,Kênh nước phụ
FMSV2023110025,342A1295820E,BSA  G391A,Bộ phận uốn cong
FMSV2023110025,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023110025,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023110025,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023110025,343A1331775D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2023110026,820Y200295G,INSERTING SECTION ASSY,Bộ phận thân ống soi
FMSV2023110026,343A1331775D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2023110026,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023110026,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023110026,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023110027,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023110027,42B12891190,SLIDE SLEEVE,Ống nối
FMSV2023110028,342A1318074E,BSA-C460A,Bộ phận uốn cong
FMSV2023110028,68B1207810A,RUBBER FOR BSA,Vỏ cao su
FMSV2023110028,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2023110028,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023110028,68A1265001J,FSA-C460A,Vỏ ống luồn
FMSV2023110028,23B1040417A,ISA RING 1,Vòng sắt
FMSV2023110028,23B11190171,ISA RING2,Vòng sắt
FMSV2023110028,57A12657030,DISTAL END CAP+UV ROHS,Nắp nhựa
FMSV2023110028,371Y200085_,NOZZLE,Vòi phun
FMSV2023110028,42B12891190,SLIDE SLEEVE,Ống nối
FMSV2023110028,68A1192810A,FCT-C310A,Kênh sinh thiết
FMSV2023110028,68B1140782A,PIPE ROHS,Ống nối (đồng)
FMSV2023110028,68B12541740,AIR WATER TUBE ROHS,Kênh khí nước
FMSV2023110028,68B12952250,WATER JET TUBE,Kênh nước phụ
FMSV2023110029,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023110031,343A1331775D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2023110031,110A1289569E,S600 CTL PCB,Bo mạch
FMSV2023110032,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2023110032,68B1318113A,J TUBE,Kênh nước phụ
FMSV2023110032,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023110035,10A1230572A,CHA-G201A ROHS,Đầu thu hình
FMSV2023110035,57A12657080,CAP +UV ROHS,Nắp nhựa
FMSV2023110035,370Y200577A,FCT-G76D,Kênh sinh thiết
FMSV2023110035,68B12655070,RING,Vòng sắt
FMSV2023110035,370Y200600_,AIR TUBE,Kênh khí
FMSV2023110035,370Y200595_,WATER TUBE,Kênh nước
FMSV2023110035,23B1021211A,ISA RING 2,Vòng sắt
FMSV2023110035,23B1040417A,ISA RING 1,Vòng sắt
FMSV2023110035,68A9211632,FSA-G166A,Vỏ ống luồn
FMSV2023110035,342A979721F,BSA-G166A,Bộ phận uốn cong
FMSV2023110035,68B9804212,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023110035,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023110035,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023110035,858Y200030E,VCA,Bộ phận kết nối tín hiệu
FMSV2023110035,371Y200081_,NOZZLE,Vòi phun
FMSV2023110035,53B884040A,SPECIAL SCREW,Ốc vít
FMSV2023110036,113Y200042C,MAIN PCB,Bo mạch chính
FMSV2023110036,142K1294530,HEAT SINK ASSY,Bộ tản nhiệt
FMSV2023110039,343A1251586D,ISA-C643A,Bộ phận thân ống soi
FMSV2023110039,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2023110039,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023110039,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023110039,42B12891190,SLIDE SLEEVE,Ống nối
FMSV2023110039,350Y120229A,RUBBERCONE SET,Tay nắm cao su
FMSV2023110045,820Y200295G,INSERTING SECTION ASSY,Bộ phận thân ống soi
FMSV2023110045,33B1264886B,COUPLING RING ROHS,Vòng sắt
FMSV2023110045,111M200201T_,SCREW,Ốc vít
FMSV2023110045,53B1039848A,SCREW,Ốc vít
FMSV2023110045,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023110045,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023110045,110A1289569E,S600 CTL PCB,Bo mạch
FMSV2023110045,42B12891190,SLIDE SLEEVE,Ống nối
FMSV2023110045,6B1273338A,ROD,Thanh quang
FMSV2023110046,848Y200139B,CHA-C746A,Đầu thu hình
FMSV2023110046,68A1334526A,PROTECTIONTUBE A,Ống bảo vệ
FMSV2023110046,68A1333808B,PROTECTION TUBE B,Ống bảo vệ
FMSV2023110046,370Y200007C,FCT-C730A,Kênh sinh thiết
FMSV2023110046,68B13350950,FCT RING,Vòng sắt
FMSV2023110046,68A1336494A,A/W TUBE,Kênh khí nước
FMSV2023110046,370Y130089_,J TUBE,Kênh nước phụ
FMSV2023110046,342A1334571D,BSA-C727A,Bộ phận uốn cong
FMSV2023110046,385N200076B,RBS,Vỏ cao su
FMSV2023110046,347N120260_,ROUND CORNER SLEEVE,Ống nối (đồng)
FMSV2023110046,347N100996C,HANGING SLEEVE,Ống nối (đồng)
FMSV2023110046,369N100226D,WIRE SLEEVE,Ống nối (đồng)
FMSV2023110046,350N102482C,FCTINLET COVER RUBBER,Vòng cao su
FMSV2023110046,350N120376_,COVER L,Vòng cao su
FMSV2023110046,494N200001_,DETECTING WATERSEAL L=10P ROHS,Giấy phát hiện chất lỏng
FMSV2023110047,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2023110047,68B12541530,FCT RING,Vòng sắt
FMSV2023110047,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023110047,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2023110047,68B1318113A,J TUBE,Kênh nước phụ
FMSV2023110048,848Y200139B,CHA-C746A,Đầu thu hình
FMSV2023110048,68A1334526A,PROTECTIONTUBE A,Ống bảo vệ
FMSV2023110048,68A1333808B,PROTECTION TUBE B,Ống bảo vệ
FMSV2023110048,68A1336494A,A/W TUBE,Kênh khí nước
FMSV2023110048,370Y130089_,J TUBE,Kênh nước phụ
FMSV2023110048,342A1334571D,BSA-C727A,Bộ phận uốn cong
FMSV2023110048,385N200076B,RBS,Vỏ cao su
FMSV2023110048,347N120260_,ROUND CORNER SLEEVE,Ống nối (đồng)
FMSV2023110048,347N100996C,HANGING SLEEVE,Ống nối (đồng)
FMSV2023110048,369N100226D,WIRE SLEEVE,Ống nối (đồng)
FMSV2023110048,343A1335053D,FSA-C730A,Vỏ ống luồn
FMSV2023110048,898Y201120C,FSB A,Vỏ ống dẫn
FMSV2023110048,350N102482C,FCTINLET COVER RUBBER,Vòng cao su
FMSV2023110048,350N120376_,COVER L,Vòng cao su
FMSV2023110049,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023110050,848Y200139B,CHA-C746A,Đầu thu hình
FMSV2023110050,68A1334526A,PROTECTIONTUBE A,Ống bảo vệ
FMSV2023110050,68A1333808B,PROTECTION TUBE B,Ống bảo vệ
FMSV2023110050,68A1336494A,A/W TUBE,Kênh khí nước
FMSV2023110050,370Y130089_,J TUBE,Kênh nước phụ
FMSV2023110050,342A1334571D,BSA-C727A,Bộ phận uốn cong
FMSV2023110050,385N200076B,RBS,Vỏ cao su
FMSV2023110050,347N120260_,ROUND CORNER SLEEVE,Ống nối (đồng)
FMSV2023110050,343A1335053D,FSA-C730A,Vỏ ống luồn
FMSV2023110050,347N100996C,HANGING SLEEVE,Ống nối (đồng)
FMSV2023110050,369N100226D,WIRE SLEEVE,Ống nối (đồng)
FMSV2023110050,350N102482C,FCTINLET COVER RUBBER,Vòng cao su
FMSV2023110050,350N120376_,COVER L,Vòng cao su
FMSV2023110050,898Y201120C,FSB A,Vỏ ống dẫn
FMSV2023110051,385N200076B,RBS,Vỏ cao su
FMSV2023110051,848Y200139B,CHA-C746A,Đầu thu hình
FMSV2023110051,350N102482C,FCTINLET COVER RUBBER,Vòng cao su
FMSV2023110052,370Y200585_,AW TUBE ASS'Y,Kênh khí nước
FMSV2023110052,68B12952250,WATER JET TUBE,Kênh nước phụ
FMSV2023110052,342A1295887K,BENDING SECTION ASSY,Bộ phận uốn cong
FMSV2023110052,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2023110052,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023110052,68A1295935F,FSA-C692A ROHS,Vỏ ống luồn
FMSV2023110052,23B8087081,ISA RING 2,Vòng sắt
FMSV2023110052,23B1040417A,ISA RING 1,Vòng sắt
FMSV2023110052,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023110054,113Y200362_,DDC PCB,Bo nguồn cách ly
FMSV2023110055,370Y200213_,FCT-G391AH,Kênh sinh thiết
FMSV2023110055,68B12541530,FCT RING,Vòng sắt
FMSV2023110055,68B11144712,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023110055,350N102482C,FCTINLET COVER RUBBER,Vòng cao su
FMSV2023110055,68A1336793A,A TUBE,Kênh khí
FMSV2023110055,68A1336794A,W TUBE,Kênh nước
FMSV2023110055,68A1336787A,J TUBE,Kênh nước phụ
FMSV2023110056,113Y200042C,MAIN PCB,Bo mạch chính
FMSV2023110056,142K1294530,HEAT SINK ASSY,Bộ tản nhiệt
FMSV2023110056,272A1264427S,PATIENT CIRCUIT PCB,Bo mạch giao tiếp
FMSV2023110057,113Y200191_,AFE PCB ASSY ROHS,Bo mạch
FMSV2023110057,110A1318460D,530 MICON PCB,Bo mạch
FMSV2023110057,343A13272940,VCA,Bộ phận kết nối tín hiệu
FMSV2023110057,68B11191350,BENDING RUBBER,Vỏ cao su
FMSV2023110058,343A1327294J,VIDEO CONNECTOR ASSY,Bộ phận kết nối tín hiệu
FMSV2023110058,342A1190907F,BSA-G313A-6,Bộ phận uốn cong
FMSV2023110058,68B119092000,RBS-G313A,Vỏ cao su
FMSV2023110058,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023110058,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023110058,68A1191198E,FLEXIBLE SECTION (G313A-6),Vỏ ống luồn
FMSV2023110058,23B1040417A,ISA RING 1,Vòng sắt
FMSV2023110058,23B1190895A,ISA RING 2,Vòng sắt
FMSV2023110058,370Y200973B,FORCEPS TUBE,Kênh sinh thiết
FMSV2023110058,68B12541530,FCT RING,Vòng sắt
FMSV2023110058,370Y200601_,AIR TUBE ASSY,Kênh Khí
FMSV2023110058,370Y200595_,WATER TUBE,Kênh nước
FMSV2023110058,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023110059,68B1235415A,FCT RING,Vòng sắt
FMSV2023110059,370Y200585_,AW TUBE ASS'Y,Kênh khí nước
FMSV2023110059,68B12952250,WATER JET TUBE,Kênh nước phụ
FMSV2023110059,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023110059,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023110059,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2023110059,342A1295887K,BENDING SECTION ASSY,Bộ phận uốn cong
FMSV2023110059,68A1304877A,FCT-C692A,Kênh sinh thiết
FMSV2023110059,110A1289569E,S600 CTL PCB,Bo mạch
FMSV2023110062,56A1082711A,WIRE ASSY,Dây cáp (thép)
FMSV2023110063,113Y200362_,DDC PCB,Bo nguồn cách ly
FMSV2023110065,898Y200855K,ISA-G403A,Bộ phận thân ống soi
FMSV2023110065,347N130337_,HANGING SLEEVE,Ống nối (đồng)
FMSV2023110065,350N102482C,FCTINLET COVER RUBBER,Vòng cao su
FMSV2023110065,363N130360A,SPRING HOLDING BASE 1.3U1.2DLR,Giá đỡ
FMSV2023110065,401N130035_,SPLING HOLDING PLATE(1.2MM),Giá đỡ
FMSV2023110065,110M171001T_,SCREW,Ốc vít
FMSV2023110065,401N200040A,SPLING HOLDING PLATE(1.3MM),Giá đỡ
FMSV2023110065,308N130116_,SPECIAL SCREW,Ốc vít
FMSV2023110065,350N130688_,RAIL COVER,Thanh ray
FMSV2023110065,363N130348_,SLIT GUIDE RAIL,Thanh ray
FMSV2023110069,343A1331613D,VIDEO CONNECTOR ASS’Y,Bộ phận kết nối tín hiệu
FMSV2023110070,23B8087081,ISA RING 2,Vòng sắt
FMSV2023110070,23B1040417A,ISA RING 1,Vòng sắt
FMSV2023110070,68A1295935F,FSA-C692A ROHS,Vỏ ống luồn
FMSV2023110070,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023110070,342A1295887K,BENDING SECTION ASSY,Bộ phận uốn cong
FMSV2023110070,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2023110070,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023110071,342A1295820E,BSA  G391A,Bộ phận uốn cong
FMSV2023110071,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023110071,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023110071,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023110072,342A1295820E,BSA  G391A,Bộ phận uốn cong
FMSV2023110072,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023110072,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023110072,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023110075,56A1082711A,WIRE ASSY,Dây cáp (thép)
FMSV2023120001,343A1251586D,ISA-C643A,Bộ phận thân ống soi
FMSV2023120001,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2023120001,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023120002,110A1223871F,SET-UPBOARD(1/6CCD),Bo mạch
FMSV2023120005,370Y200577A,FCT-G76D,Kênh sinh thiết
FMSV2023120005,68B12655070,RING,Vòng sắt
FMSV2023120005,370Y200600_,AIR TUBE,Kênh khí
FMSV2023120005,370Y200595_,WATER TUBE,Kênh nước
FMSV2023120005,342A979721F,BSA-G166A,Bộ phận uốn cong
FMSV2023120005,68B9804212,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023120005,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023120005,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023120005,33B1264886B,COUPLING RING ROHS,Vòng sắt
FMSV2023120005,53B1039848A,SCREW,Ốc vít
FMSV2023120005,111M200201T_,SCREW,Ốc vít
FMSV2023120007,342A1251557C,BENDING SECTION C643A     ROHS,Bộ phận uốn cong
FMSV2023120007,68B1207810A,RUBBER FOR BSA,Vỏ cao su
FMSV2023120007,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2023120007,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023120007,343A1331615E,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2023120008,898Y201108M,ISA-C730A（MIM),
FMSV2023120008,347N100996C,HANGING SLEEVE,Ống nối (đồng)
FMSV2023120008,369N100226D,WIRE SLEEVE,Ống nối (đồng)
FMSV2023120009,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2023120009,68B12541530,FCT RING,Vòng sắt
FMSV2023120009,68A1296102E,FSA-G391A,Vỏ ống luồn
FMSV2023120009,23B1040417A,ISA RING 1,Vòng sắt
FMSV2023120009,23B1276136A,ISA RING 2,Vòng sắt
FMSV2023120009,342A1295820E,BSA  G391A,Bộ phận uốn cong
FMSV2023120009,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023120009,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023120009,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023120009,350Y120228A,RUBBER CONE SET,Tay nắm cao su
FMSV2023120009,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2023120009,68B1318113A,J TUBE,Kênh nước phụ
FMSV2023120010,56A1082711A,WIRE ASSY,Dây cáp (thép)
FMSV2023120010,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023120010,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2023120010,342A1251557C,BENDING SECTION C643A     ROHS,Bộ phận uốn cong
FMSV2023120010,68B1207810A,RUBBER FOR BSA,Vỏ cao su
FMSV2023120019,7A1333929F,LGB-C728A,Dây dẫn sáng
FMSV2023120019,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023120019,350N102482C,FCTINLET COVER RUBBER,Vòng cao su
FMSV2023120021,385N200076B,RBS,Vỏ cao su
FMSV2023120024,342A1295820E,BSA  G391A,Bộ phận uốn cong
FMSV2023120024,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023120024,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023120024,54A379237A,NUT ASS'Y,Đai ốc (đồng)
